location,clinic_name,day,time_blocks,notes,is_closed
Bukit Merah,HeartlandHealth (Telok Blangah),Fri,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Bukit Merah,HeartlandHealth (Telok Blangah),Sat,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Bukit Merah,HeartlandHealth (Telok Blangah),Sun,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Bukit Merah,HeartlandHealth (Telok Blangah),PH,8:00am - 1:00pm | 6:00pm - 11:00pm,,false
Bukit Merah,Keppel Medical Group,Mon,9:00am - 12:30pm,,false
Bukit Merah,Keppel Medical Group,Tues,9:00am - 12:30pm,,false
Bukit Merah,Keppel Medical Group,Wed,9:00am - 12:30pm,,false
Bukit Merah,Keppel Medical Group,Thurs,9:00am - 12:30pm,,false
Bukit Merah,Keppel Medical Group,Fri,9:00am - 12:30pm,,false
Bukit Merah,Keppel Medical Group,Sat,,Closed,true
Bukit Merah,Keppel Medical Group,Sun,,Closed,true
Bukit Merah,Keppel Medical Group,PH,,Closed,true
Bukit Merah,The Local Doctor Clinic,Mon,8:30am - 1:00pm | 6:00pm - 9:30pm,,false
Bukit Merah,The Local Doctor Clinic,Tues,8:30am - 12:30pm | 1:30pm - 5:30pm,,false
Bukit Merah,The Local Doctor Clinic,Wed,8:30am - 1:00pm | 6:00pm - 9:30pm,,false
Bukit Merah,The Local Doctor Clinic,Thurs,8:30am - 12:30pm | 1:30pm - 5:30pm,,false
Bukit Merah,The Local Doctor Clinic,Fri,8:30am - 1:00pm | 6:00pm - 9:00pm,,false
Bukit Merah,The Local Doctor Clinic,Sat,,8:30am 12:0S0pm,false
Bukit Merah,The Local Doctor Clinic,Sun,,Closed,true
Bukit Merah,The Local Doctor Clinic,PH,,Closed,true
Bukit Merah,Meridian Medical Centre,Mon,8:30am - 1:00pm | 2:00pm - 4:30pm | 6:00pm - 8:00pm,,false
Bukit Merah,Meridian Medical Centre,Tues,8:30am - 1:00pm | 2:00pm - 4:30pm | 5:00pm - 8:00pm,,false
Bukit Merah,Meridian Medical Centre,Wed,8:30am - 3:00pm,,false
Bukit Merah,Meridian Medical Centre,Thurs,8:30am - 1:00pm | 2:00pm - 4:30pm | 6:00pm - 8:00pm,,false
Bukit Merah,Meridian Medical Centre,Fri,8:30am - 1:00pm | 2:00pm - 4:30pm,,false
Bukit Merah,Meridian Medical Centre,Sat,8:30am - 1:00pm,,false
Bukit Merah,Meridian Medical Centre,Sun,9:00am - 12:30pm,,false
Bukit Merah,Meridian Medical Centre,PH,,Closed,true
Bukit Merah,New Health Family Clinic Pte Ltd,Mon,8:00am - 1:00pm | 6:00pm - 7:30pm,,false
Bukit Merah,New Health Family Clinic Pte Ltd,Tues,8:00am - 1:00pm | 6:00pm - 7:30pm,,false
Bukit Merah,New Health Family Clinic Pte Ltd,Wed,8:00am - 1:00pm | 6:00pm - 7:30pm,,false
Bukit Merah,New Health Family Clinic Pte Ltd,Thurs,8:00am - 1:00pm,,false
Bukit Merah,New Health Family Clinic Pte Ltd,Fri,8:00am - 1:00pm,,false
Bukit Merah,New Health Family Clinic Pte Ltd,Sat,8:00am - 11:30am,,false
Bukit Merah,New Health Family Clinic Pte Ltd,Sun,,Closed,true
Bukit Merah,New Health Family Clinic Pte Ltd,PH,,Closed,true
Bukit Merah,Pancare Medical Clinic (Bukit Merah),Mon,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Bukit Merah,Pancare Medical Clinic (Bukit Merah),Tues,8:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Bukit Merah,Pancare Medical Clinic (Bukit Merah),Wed,8:00am - 1:00pm,,false
Bukit Merah,Pancare Medical Clinic (Bukit Merah),Thurs,8:00am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Bukit Merah,Pancare Medical Clinic (Bukit Merah),Fri,8:00am - 1:00pm,,false
Bukit Merah,Pancare Medical Clinic (Bukit Merah),Sat,8:00am - 1:00pm,,false
Bukit Merah,Pancare Medical Clinic (Bukit Merah),Sun,,Closed,true
Bukit Merah,Pancare Medical Clinic (Bukit Merah),PH,,Closed,true
Bukit Panjang,Anchor Health Family Clinic,Mon,8:30am - 3:30pm | 6:30pm - 9:00pm,,false
Bukit Panjang,Anchor Health Family Clinic,Tues,8:30am - 3:30pm | 6:30pm - 9:00pm,,false
Bukit Panjang,Anchor Health Family Clinic,Wed,8:30am - 3:30pm | 6:30pm - 9:00pm,,false
Bukit Panjang,Anchor Health Family Clinic,Thurs,8:30am - 3:30pm | 6:30pm - 9:00pm,,false
Bukit Panjang,Anchor Health Family Clinic,Fri,8:30am - 3:30pm,,false
Bukit Panjang,Anchor Health Family Clinic,Sat,8:30am - 12:30pm,,false
Bukit Panjang,Anchor Health Family Clinic,Sun,8:30am - 12:30pm,,false
Bukit Panjang,Anchor Health Family Clinic,PH,8:30am - 12:30pm,,false
Bukit Panjang,HealthMed Family Clinic (Bukit Panjang),Mon,8:30am - 1:00pm | 6:30pm - 9:30pm,,false
Bukit Panjang,HealthMed Family Clinic (Bukit Panjang),Tues,8:30am - 1:00pm | 6:30pm - 9:30pm,,false
Bukit Panjang,HealthMed Family Clinic (Bukit Panjang),Wed,8:30am - 1:00pm | 6:30pm - 9:30pm,,false
Bukit Panjang,HealthMed Family Clinic (Bukit Panjang),Thurs,8:30am - 1:00pm | 6:30pm - 9:30pm,,false
Bukit Panjang,HealthMed Family Clinic (Bukit Panjang),Fri,8:30am - 1:00pm | 6:30pm - 9:30pm,,false
Bukit Panjang,HealthMed Family Clinic (Bukit Panjang),Sat,8:30am - 12:30pm,,false
Bukit Panjang,HealthMed Family Clinic (Bukit Panjang),Sun,8:30am - 12:30pm,(*) - please call clinic before you visit,false
Bukit Panjang,HealthMed Family Clinic (Bukit Panjang),PH,,Closed,true
Bukit Panjang,Healthway Medical (Bukit Panjang),Mon,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Bukit Panjang,Healthway Medical (Bukit Panjang),Tues,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Bukit Panjang,Healthway Medical (Bukit Panjang),Wed,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Bukit Panjang,Healthway Medical (Bukit Panjang),Thurs,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Bukit Panjang,Healthway Medical (Bukit Panjang),Fri,8:30am - 1:00pm,,false
Bukit Panjang,Healthway Medical (Bukit Panjang),Sat,8:30am - 1:00pm,,false
Bukit Panjang,Healthway Medical (Bukit Panjang),Sun,,Closed,true
Bukit Panjang,Healthway Medical (Fajar),Mon,8:30am - 12:30pm | 2:30pm - 4:30pm | 6:00pm - 8:00pm,,false
Bukit Panjang,Healthway Medical (Fajar),Tues,8:30am - 12:30pm,,false
Bukit Panjang,Healthway Medical (Fajar),Wed,8:30am - 12:30pm | 2:30pm - 4:30pm | 6:00pm - 8:00pm,,false
Bukit Panjang,Healthway Medical (Fajar),Thurs,8:30am - 12:30pm,,false
Bukit Panjang,Healthway Medical (Fajar),Fri,2:30pm - 4:30pm,,false
Bukit Panjang,Healthway Medical (Fajar),Sat,8:30am - 12:30pm,,false
Bukit Panjang,Healthway Medical (Fajar),Sun,,Closed,true
Bukit Panjang,Lifecare Family Clinic,Mon,8:00am - 12:00pm | 6:00pm - 9:00pm,,false
Bukit Panjang,Lifecare Family Clinic,Tues,8:00am - 12:00pm,,false
Bukit Panjang,Lifecare Family Clinic,Wed,8:00am - 12:00pm | 6:00pm - 9:00pm,,false
Bukit Panjang,Lifecare Family Clinic,Thurs,8:00am - 12:00pm,,false
Bukit Panjang,Lifecare Family Clinic,Sun,,Closed,true
Bukit Panjang,Lifecare Family Clinic,PH,,Closed,true
Bukit Panjang,OneCare Clinic (Bangkit),Mon,8:00am - 4:00pm | 5:00pm - 10:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic (Bangkit),Tues,8:00am - 4:00pm | 5:00pm - 10:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic (Bangkit),Wed,8:00am - 4:00pm | 5:00pm - 10:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic (Bangkit),Thurs,8:00am - 4:00pm | 5:00pm - 10:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic (Bangkit),Fri,8:00am - 4:00pm | 5:00pm - 10:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic (Bangkit),Sat,8:00am - 4:00pm | 5:00pm - 10:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic (Bangkit),Sun,8:00am - 4:00pm | 5:00pm - 10:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic (Senja 642),Mon,8:00am - 3:00pm | 5:30pm - 9:30pm,,false
Bukit Panjang,OneCare Clinic (Senja 642),Tues,8:00am - 3:00pm | 5:30pm - 9:30pm,,false
Bukit Panjang,OneCare Clinic (Senja 642),Wed,8:00am - 3:00pm | 5:30pm - 9:30pm,,false
Bukit Panjang,OneCare Clinic (Senja 642),Thurs,8:00am - 3:00pm | 5:30pm - 9:30pm,,false
Bukit Panjang,OneCare Clinic (Senja 642),Fri,8:00am - 3:00pm,,false
Bukit Panjang,OneCare Clinic (Senja 642),Sat,8:00am - 1:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic (Senja 642),Sun,8:00am - 1:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic Senja 643,Mon,8:00am - 1:00pm,,false
Bukit Panjang,OneCare Clinic Senja 643,Tues,8:00am - 1:00pm,,false
Bukit Panjang,OneCare Clinic Senja 643,Wed,8:00am - 1:00pm,,false
Bukit Panjang,OneCare Clinic Senja 643,Thurs,6:00pm - 9:00pm,,false
Bukit Panjang,OneCare Clinic Senja 643,Fri,6:00pm - 9:00pm,,false
Bukit Panjang,OneCare Clinic Senja 643,Sat,6:00pm - 9:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic Senja 643,Sun,6:00pm - 9:00pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic Bukit Panjang Segar,Mon,8:00am - 3:00pm | 5:00pm - 10:00pm,,false
Bukit Panjang,OneCare Clinic Bukit Panjang Segar,Tues,8:00am - 3:00pm | 5:00pm - 9:30pm,,false
Bukit Panjang,OneCare Clinic Bukit Panjang Segar,Wed,8:00am - 3:00pm | 5:00pm - 9:30pm,,false
Bukit Panjang,OneCare Clinic Bukit Panjang Segar,Thurs,8:00am - 3:00pm | 5:00pm - 9:30pm,,false
Bukit Panjang,OneCare Clinic Bukit Panjang Segar,Fri,8:00am - 3:00pm | 5:00pm - 9:30pm,,false
Bukit Panjang,OneCare Clinic Bukit Panjang Segar,Sat,8:00am - 3:00pm | 6:00pm - 9:30pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,OneCare Clinic Bukit Panjang Segar,Sun,8:00am - 3:00pm | 6:00pm - 9:30pm,Check with clinic website for latest updates for clinic's special opening hours on PH,false
Bukit Panjang,Petir Family Clinic,Mon,8:30am - 1:30pm,,false
Bukit Panjang,Petir Family Clinic,Tues,8:30am - 1:30pm,,false
Bukit Panjang,Petir Family Clinic,Wed,8:30am - 1:30pm,,false
Bukit Panjang,Petir Family Clinic,Thurs,8:30am - 1:30pm,,false
Bukit Panjang,RC’S Family Clinic,Mon,8:00am - 3:00pm,,false
Bukit Panjang,RC’S Family Clinic,Tues,8:00am - 3:00pm,,false
Bukit Panjang,RC’S Family Clinic,Wed,8:00am - 3:00pm,,false
Bukit Panjang,RC’S Family Clinic,Thurs,6:30pm - 9:30pm,,false
Bukit Panjang,RC’S Family Clinic,Fri,8:00am - 3:00pm,,false
Bukit Panjang,RC’S Family Clinic,Sat,8:00am - 1:00pm,,false
Bukit Panjang,RC’S Family Clinic,Sun,5:30pm - 9:30pm,,false
Bukit Panjang,RC’S Family Clinic,PH,,Closed,true
Bukit Panjang,Sunbeam Medical Clinic,Mon,8:30am - 2:00pm | 6:00pm - 10:00pm,,false
Bukit Panjang,Sunbeam Medical Clinic,Tues,8:30am - 2:00pm | 6:00pm - 10:00pm,,false
Bukit Panjang,Sunbeam Medical Clinic,Wed,8:30am - 2:00pm | 6:00pm - 10:00pm,,false
Bukit Panjang,Sunbeam Medical Clinic,Thurs,8:30am - 2:00pm | 6:00pm - 10:00pm,,false
Bukit Panjang,Sunbeam Medical Clinic,Fri,8:30am - 2:00pm | 6:00pm - 10:00pm,,false
Bukit Panjang,Sunbeam Medical Clinic,Sat,8:30am - 1:00pm,,false
Bukit Panjang,Sunbeam Medical Clinic,Sun,8:30am - 1:00pm,,false
Bukit Panjang,Sunbeam Medical Clinic,PH,,Closed,true
Bukit Timah,Chang Clinic,Mon,8:30am - 12:30pm,,false
Bukit Timah,Chang Clinic,Tues,8:30am - 12:30pm,,false
Bukit Timah,Chang Clinic,Wed,8:30am - 12:30pm,,false
Bukit Timah,Chang Clinic,Thurs,2:00pm - 5:30pm,,false
Bukit Timah,Chang Clinic,Fri,2:00pm - 5:30pm,,false
Bukit Timah,Chang Clinic,Sat,8:30am - 11:30am,,false
Bukit Timah,Chang Clinic,Sun,,Closed,true
Bukit Timah,Chang Clinic,PH,,Closed,true
Bukit Timah,Doctor W Clinic,Mon,8:30am - 12:00pm,,false
Bukit Timah,Doctor W Clinic,Tues,8:30am - 12:00pm,,false
Bukit Timah,Doctor W Clinic,Wed,8:30am - 12:00pm,,false
Bukit Timah,Doctor W Clinic,Thurs,8:30am - 12:00pm,,false
Bukit Timah,Doctor W Clinic,Fri,8:30am - 12:00pm,,false
Bukit Timah,Doctor W Clinic,Sat,8:30am - 12:00pm,,false
Bukit Timah,Doctor W Clinic,Sun,,Closed,true
Bukit Timah,Doctor W Clinic,PH,,Closed,true
Bukit Timah,Healthway Medical (Bukit Timah),Fri,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Bukit Timah,Healthway Medical (Bukit Timah),Sat,2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Bukit Timah,Healthway Medical (Bukit Timah),Sun,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Bukit Timah,Healthway Medical (Bukit Timah),PH,8:30am - 1:00pm | 2:00pm - 5:00pm,"(*) Clinic hours are subject to change, please call before visiting.",false
Bukit Timah,My Clinic,Mon,9:30am - 1:00pm | 2:30pm - 5:00pm,,false
Bukit Timah,My Clinic,Tues,9:30am - 1:00pm | 2:30pm - 5:00pm,,false
Bukit Timah,My Clinic,Wed,9:30am - 1:00pm | 2:30pm - 5:00pm,,false
Bukit Timah,My Clinic,Thurs,9:30am - 1:00pm | 2:30pm - 5:00pm,,false
Bukit Timah,My Clinic,Fri,9:30am - 1:00pm | 2:30pm - 5:00pm,,false
Bukit Timah,My Clinic,Sat,9:30am - 1:00pm,,false
Bukit Timah,My Clinic,Sun,,Closed,true
Bukit Timah,My Clinic,PH,,Closed,true
Bukit Timah,Our Bukit Timah,Mon,9:00am - 3:00pm,,false
Bukit Timah,Our Bukit Timah,Tues,9:00am - 3:00pm,,false
Bukit Timah,Our Bukit Timah,Wed,9:00am - 3:00pm,,false
Bukit Timah,Our Bukit Timah,Thurs,9:00am - 3:00pm,,false
Bukit Timah,Our Bukit Timah,Fri,9:00am - 3:00pm,,false
Bukit Timah,Family Clinic,Sun,5:30pm - 9:00pm,,false
Bukit Timah,Family Clinic,PH,,Closed,true
Bukit Timah,Parkway Shenton Medical Group (Toh Yi),Mon,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Bukit Timah,Parkway Shenton Medical Group (Toh Yi),Tues,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Bukit Timah,Parkway Shenton Medical Group (Toh Yi),Wed,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Bukit Timah,Parkway Shenton Medical Group (Toh Yi),Thurs,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Bukit Timah,Parkway Shenton Medical Group (Toh Yi),Fri,8:30am - 1:00pm | 2:00pm - 5:30pm,,false
Bukit Timah,Parkway Shenton Medical Group (Toh Yi),Sat,8:30am - 12:30pm,,false
Bukit Timah,Parkway Shenton Medical Group (Toh Yi),Sun,,Closed,true
Bukit Timah,Parkway Shenton Medical Group (Toh Yi),PH,,Closed,true
Bukit Timah,Phoenix Medical Group (Hillview),Mon,9:00am - 4:30pm | 6:00pm - 8:30pm,,false
Bukit Timah,Phoenix Medical Group (Hillview),Tues,9:00am - 4:30pm | 6:00pm - 8:30pm,,false
Bukit Timah,Phoenix Medical Group (Hillview),Wed,9:00am - 4:30pm | 6:00pm - 8:30pm,,false
Bukit Timah,Phoenix Medical Group (Hillview),Thurs,9:00am - 4:30pm | 6:00pm - 8:30pm,,false
Bukit Timah,Phoenix Medical Group (Hillview),Fri,9:00am - 4:30pm | 6:00pm - 8:30pm,,false
Bukit Timah,Phoenix Medical Group (Hillview),Sat,9:00am - 1:30pm,,false
Bukit Timah,Phoenix Medical Group (Hillview),Sun,2:00pm - 8:30pm,,false
Bukit Timah,Phoenix Medical Group (Hillview),PH,,Closed,true
Bukit Timah,Silver Cross Bukit Timah,Mon,8:00am - 1:00pm | 2:00pm - 9:00pm,,false
Bukit Timah,Silver Cross Bukit Timah,Tues,8:00am - 1:00pm | 2:00pm - 9:00pm,,false
Bukit Timah,Silver Cross Bukit Timah,Wed,8:00am - 1:00pm | 2:00pm - 9:00pm,,false
Bukit Timah,Silver Cross Bukit Timah,Thurs,8:00am - 1:00pm | 2:00pm - 9:00pm,,false
Bukit Timah,Silver Cross Bukit Timah,Fri,8:00am - 1:00pm | 2:00pm - 9:00pm,,false
Bukit Timah,Silver Cross Bukit Timah,Sat,8:00am - 1:00pm | 2:00pm - 9:00pm,,false
Bukit Timah,Silver Cross Bukit Timah,Sun,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Bukit Timah,Silver Cross Bukit Timah,PH,8:00am - 1:00pm | 2:00pm - 5:00pm,,false
Bukit Timah,Tang Family Clinic,Mon,9:00am - 4:00pm,,false
Bukit Timah,Tang Family Clinic,Tues,9:00am - 4:00pm,,false
Bukit Timah,Tang Family Clinic,Wed,9:00am - 4:00pm,,false
Bukit Timah,Tang Family Clinic,Thurs,9:00am - 4:00pm,,false
Bukit Timah,Tang Family Clinic,Fri,9:00am - 4:00pm,,false
Bukit Timah,Tang Family Clinic,Sat,9:00am - 2:30pm,,false
Bukit Timah,Tang Family Clinic,Sun,,Closed,true
Bukit Timah,Tang Family Clinic,PH,,Closed,true
Buona Vista,Osler Health International @ Star Vista,Mon,8:30am - 5:30pm,,false
Buona Vista,Osler Health International @ Star Vista,Tues,8:30am - 5:30pm,,false
Buona Vista,Osler Health International @ Star Vista,Wed,8:30am - 5:30pm,,false
Buona Vista,Osler Health International @ Star Vista,Thurs,8:30am - 5:30pm,,false
Buona Vista,Osler Health International @ Star Vista,Fri,8:30am - 5:30pm,,false
Buona Vista,Osler Health International @ Star Vista,Sat,8:30am - 1:00pm,,false
Buona Vista,Osler Health International @ Star Vista,Sun,,Closed,true
Buona Vista,Osler Health International @ Star Vista,PH,,Closed,true
Buona Vista,Cornerstone Medical,Mon,9:00am - 3:00pm,,false
Buona Vista,Cornerstone Medical,Tues,9:00am - 3:00pm,,false
Buona Vista,Cornerstone Medical,Wed,9:00am - 1:00pm,,false
Buona Vista,Cornerstone Medical,Fri,6:00pm - 9:00pm | 9:00am - 3:00pm | 9:00am - 1:00pm,,false
Buona Vista,Cornerstone Medical,Sat,6:00pm - 9:00pm,,false
Buona Vista,Cornerstone Medical,PH,,Closed,true
Buona Vista,Keystone Clinic &,Mon,8:00am - 8:00pm,,false
Buona Vista,Keystone Clinic &,Tues,8:00am - 8:00pm,,false
Buona Vista,Keystone Clinic &,Wed,8:00am - 8:00pm,,false
Buona Vista,Keystone Clinic &,Thurs,8:00am - 8:00pm,,false
Buona Vista,Keystone Clinic &,Fri,8:00am - 8:00pm,,false
Buona Vista,Keystone Clinic &,Sat,8:00am - 8:00pm,,false
Buona Vista,Keystone Clinic &,Sun,8:00am - 8:00pm,,false
Buona Vista,Northeast Medical Group (Buona Vista),Mon,8:00am - 1:30pm | 2:30pm - 5:30pm | 6:30pm - 9:30pm,,false
Buona Vista,Northeast Medical Group (Buona Vista),Tues,8:00am - 1:30pm | 2:30pm - 5:30pm | 6:30pm - 9:30pm,,false
Buona Vista,Northeast Medical Group (Buona Vista),Wed,8:00am - 1:30pm | 2:30pm - 5:30pm | 6:30pm - 9:30pm,,false
Buona Vista,Northeast Medical Group (Buona Vista),Thurs,8:00am - 1:30pm | 2:30pm - 5:30pm | 6:30pm - 9:30pm,,false
Buona Vista,Northeast Medical Group (Buona Vista),Fri,8:00am - 1:30pm | 2:30pm - 5:30pm,,false
Buona Vista,Northeast Medical Group (Buona Vista),Sat,8:00am - 1:30pm,,false
Buona Vista,Northeast Medical Group (Buona Vista),Sun,8:00am - 1:30pm,,false
Changi,Raffles Medical (Terminal 3),Mon,,Open 24 Hours,false
Changi,Raffles Medical (Terminal 3),Tues,,Open 24 Hours,false
Changi,Raffles Medical (Terminal 3),Wed,,Open 24 Hours,false
Changi,Raffles Medical (Terminal 3),Thurs,,Open 24 Hours,false
Changi,Raffles Medical (Terminal 3),Fri,,Open 24 Hours,false
Changi,Raffles Medical (Terminal 3),Sat,,Open 24 Hours,false
Changi,Raffles Medical (Terminal 3),Sun,,Open 24 Hours,false
Changi,Raffles Medical (Terminal 3),PH,,Open 24 hours (please call the clinic to confirm),false
Chinatown,Huan Clinic,Mon,9:00am - 1:00pm | 2:00pm - 3:00pm,,false
Chinatown,Huan Clinic,Tues,9:00am - 1:00pm | 2:00pm - 3:00pm,,false
Chinatown,Huan Clinic,Wed,9:00am - 1:00pm | 2:00pm - 3:00pm,,false
Chinatown,Huan Clinic,Thurs,9:00am - 1:00pm | 2:00pm - 3:00pm,,false
Chinatown,Huan Clinic,Fri,9:00am - 1:00pm | 2:00pm - 3:00pm,,false
Chinatown,Huan Clinic,Sat,9:00am - 11:30am,,false
Chinatown,Huan Clinic,Sun,,Closed,true
Chinatown,Huan Clinic,PH,,Closed,true
Chinatown,Chinatown Wellness Clinic,Mon,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Chinatown,Chinatown Wellness Clinic,Tues,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Chinatown,Chinatown Wellness Clinic,Wed,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Chinatown,Chinatown Wellness Clinic,Thurs,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Chinatown,Chinatown Wellness Clinic,Fri,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Chinatown,Chinatown Wellness Clinic,Sat,9:00am - 1:00pm,,false
Chinatown,Chinatown Wellness Clinic,Sun,,Closed,true
Chinatown,Chinatown Wellness Clinic,PH,,Closed,true
Choa Chu Kang,Clover Medical Clinic,Mon,8:30am - 5:00pm | 6:00pm - 9:30pm,,false
Choa Chu Kang,Clover Medical Clinic,Tues,8:30am - 5:00pm | 6:00pm - 9:30pm,,false
Choa Chu Kang,Clover Medical Clinic,Wed,8:30am - 5:00pm | 6:00pm - 9:30pm,,false
Choa Chu Kang,Clover Medical Clinic,Thurs,8:30am - 5:00pm | 6:00pm - 9:30pm,,false
Choa Chu Kang,Clover Medical Clinic,Fri,9:00am - 1:00pm,,false
Choa Chu Kang,Clover Medical Clinic,Sun,,Closed,true
Choa Chu Kang,Clover Medical Clinic,PH,,Closed,true
Choa Chu Kang,HealthLight Family Medicine Clinic,Mon,8:30am - 12:30pm,,false
Choa Chu Kang,HealthLight Family Medicine Clinic,Tues,8:30am - 12:30pm,,false
Choa Chu Kang,HealthLight Family Medicine Clinic,Wed,8:30am - 12:30pm,,false
Choa Chu Kang,HealthLight Family Medicine Clinic,Thurs,2:30pm - 5:00pm,,false
Choa Chu Kang,HealthLight Family Medicine Clinic,Fri,8:30am - 12:30pm,,false
Choa Chu Kang,HealthLight Family Medicine Clinic,Sat,8:30am - 12:30pm,,false
Choa Chu Kang,HealthLight Family Medicine Clinic,Sun,,Closed,true
Choa Chu Kang,HealthLight Family Medicine Clinic,PH,,Closed,true
Choa Chu Kang,Healthway Medical (Sunshine Place),Mon,8:30am - 12:45pm | 2:00pm - 4:45pm | 6:00pm - 8:45pm,,false
Choa Chu Kang,Healthway Medical (Sunshine Place),Tues,8:30am - 12:45pm | 2:00pm - 4:45pm | 6:00pm - 8:45pm,,false
Choa Chu Kang,Healthway Medical (Sunshine Place),Wed,8:30am - 12:45pm | 2:00pm - 4:45pm | 6:00pm - 8:45pm,,false
Choa Chu Kang,Healthway Medical (Sunshine Place),Thurs,8:30am - 12:45pm | 2:00pm - 4:45pm | 6:00pm - 8:45pm,,false
Choa Chu Kang,Healthway Medical (Sunshine Place),Fri,8:30am - 12:45pm | 2:00pm - 4:45pm,,false
Choa Chu Kang,Healthway Medical (Sunshine Place),Sat,8:30am - 12:45pm,,false
Choa Chu Kang,Healthway Medical (Sunshine Place),Sun,8:30am - 12:45pm,,false
Choa Chu Kang,Healthway Medical (Sunshine Place),PH,8:30am - 12:45pm,"(*) - Clinic hours are subject to change, please call before visiting",false
Choa Chu Kang,Healthway Medical Clinic,Mon,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Choa Chu Kang,Healthway Medical Clinic,Tues,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Choa Chu Kang,Healthway Medical Clinic,Wed,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Choa Chu Kang,Healthway Medical Clinic,Thurs,8:30am - 1:00pm | 2:00pm - 5:00pm | 6:00pm - 9:00pm,,false
Choa Chu Kang,Healthway Medical Clinic,Fri,8:30am - 1:00pm | 2:00pm - 5:00pm,,false
Choa Chu Kang,Healthway Medical Clinic,Sat,8:30am - 1:00pm,,false
Choa Chu Kang,Healthway Medical Clinic,Sun,8:30am - 1:00pm,,false
Choa Chu Kang,Healthway Medical Clinic,PH,8:30am - 1:00pm,,false
Choa Chu Kang,Jo-Lin Family Clinic & Surgery,Mon,8:30am - 12:30pm,,false
Choa Chu Kang,Jo-Lin Family Clinic & Surgery,Tues,8:30am - 12:30pm,,false
Choa Chu Kang,Jo-Lin Family Clinic & Surgery,Wed,8:30am - 12:30pm,,false
Choa Chu Kang,Jo-Lin Family Clinic & Surgery,Thurs,2:00pm - 4:00pm | 6:30pm - 9:30pm,,false
Choa Chu Kang,Jo-Lin Family Clinic & Surgery,Fri,6:30pm - 9:30pm | 8:30am - 12:30pm | 2:00pm - 4:00pm,,false
Choa Chu Kang,Jo-Lin Family Clinic & Surgery,Sat,8:30am - 12:30pm,,false
Choa Chu Kang,Jo-Lin Family Clinic & Surgery,Sun,6:30pm - 9:30pm,,false
Choa Chu Kang,Jo-Lin Family Clinic & Surgery,PH,,Closed,true
Choa Chu Kang,Life Vista Family Clinic Pte Ltd,Mon,8:00am - 10:00pm,,false
Choa Chu Kang,Life Vista Family Clinic Pte Ltd,Tues,8:00am - 10:00pm,,false
Choa Chu Kang,Life Vista Family Clinic Pte Ltd,Wed,8:00am - 10:00pm,,false
Choa Chu Kang,Life Vista Family Clinic Pte Ltd,Thurs,8:00am - 10:00pm,,false
